"overviewpage","tournament","tournament_group","league","region","year","matchid","datetime_utc","matchround","matchnumber","team","opposingteam","result","gameswon","gameslost"
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_2","2015-10-03 13:00:00","Day 3","2","H2k-Gaming","Bangkok Titans","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_3","2015-10-03 14:12:00","Day 3","3","KT Rolster","LGD Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_3","2015-10-03 14:12:00","Day 3","3","LGD Gaming","KT Rolster","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_4","2015-10-03 15:19:00","Day 3","4","TSM","Origen","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_4","2015-10-03 15:19:00","Day 3","4","Origen","TSM","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_5","2015-10-03 16:21:00","Day 3","5","Invictus Gaming","Cloud9","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_5","2015-10-03 16:21:00","Day 3","5","Cloud9","Invictus Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_6","2015-10-03 17:33:00","Day 3","6","ahq eSports Club","Fnatic","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 3_6","2015-10-03 17:33:00","Day 3","6","Fnatic","ahq eSports Club","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_1","2015-10-04 11:55:00","Day 4","1","LGD Gaming","TSM","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_1","2015-10-04 11:55:00","Day 4","1","TSM","LGD Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_2","2015-10-04 12:56:00","Day 4","2","Origen","KT Rolster","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_2","2015-10-04 12:56:00","Day 4","2","KT Rolster","Origen","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_3","2015-10-04 14:09:00","Day 4","3","ahq eSports Club","Invictus Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_3","2015-10-04 14:09:00","Day 4","3","Invictus Gaming","ahq eSports Club","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_4","2015-10-04 15:27:00","Day 4","4","Fnatic","Cloud9","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_4","2015-10-04 15:27:00","Day 4","4","Cloud9","Fnatic","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_5","2015-10-04 16:39:00","Day 4","5","Counter Logic Gaming","KOO Tigers","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_5","2015-10-04 16:39:00","Day 4","5","KOO Tigers","Counter Logic Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_6","2015-10-04 17:37:00","Day 4","6","paiN Gaming","Flash Wolves","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 4_6","2015-10-04 17:37:00","Day 4","6","Flash Wolves","paiN Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_1","2015-10-08 11:49:00","Day 5","1","Counter Logic Gaming","KOO Tigers","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_1","2015-10-08 11:49:00","Day 5","1","KOO Tigers","Counter Logic Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_2","2015-10-08 12:46:00","Day 5","2","Flash Wolves","paiN Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_2","2015-10-08 12:46:00","Day 5","2","paiN Gaming","Flash Wolves","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_3","2015-10-08 14:03:00","Day 5","3","KOO Tigers","paiN Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_3","2015-10-08 14:03:00","Day 5","3","paiN Gaming","KOO Tigers","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_4","2015-10-08 15:01:00","Day 5","4","Flash Wolves","Counter Logic Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_4","2015-10-08 15:01:00","Day 5","4","Counter Logic Gaming","Flash Wolves","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_5","2015-10-08 16:05:00","Day 5","5","KOO Tigers","Flash Wolves","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_5","2015-10-08 16:05:00","Day 5","5","Flash Wolves","KOO Tigers","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_6","2015-10-08 17:05:00","Day 5","6","Counter Logic Gaming","paiN Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 5_6","2015-10-08 17:05:00","Day 5","6","paiN Gaming","Counter Logic Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_1","2015-10-09 11:59:00","Day 6","1","EDward Gaming","SK Telecom T1","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_1","2015-10-09 11:59:00","Day 6","1","SK Telecom T1","EDward Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_2","2015-10-09 12:48:00","Day 6","2","Bangkok Titans","H2k-Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_2","2015-10-09 12:48:00","Day 6","2","H2k-Gaming","Bangkok Titans","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_3","2015-10-09 13:50:00","Day 6","3","EDward Gaming","Bangkok Titans","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_3","2015-10-09 13:50:00","Day 6","3","Bangkok Titans","EDward Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_4","2015-10-09 14:52:00","Day 6","4","SK Telecom T1","H2k-Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_4","2015-10-09 14:52:00","Day 6","4","H2k-Gaming","SK Telecom T1","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_5","2015-10-09 16:09:00","Day 6","5","H2k-Gaming","EDward Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_5","2015-10-09 16:09:00","Day 6","5","EDward Gaming","H2k-Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_6","2015-10-09 17:07:00","Day 6","6","SK Telecom T1","Bangkok Titans","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 6_6","2015-10-09 17:07:00","Day 6","6","Bangkok Titans","SK Telecom T1","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_1","2015-10-10 09:46:00","Day 7","1","Origen","TSM","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_1","2015-10-10 09:46:00","Day 7","1","TSM","Origen","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_2","2015-10-10 11:20:00","Day 7","2","LGD Gaming","KT Rolster","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_2","2015-10-10 11:20:00","Day 7","2","KT Rolster","LGD Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_3","2015-10-10 12:31:00","Day 7","3","TSM","KT Rolster","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_3","2015-10-10 12:31:00","Day 7","3","KT Rolster","TSM","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_4","2015-10-10 14:08:00","Day 7","4","Origen","LGD Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_4","2015-10-10 14:08:00","Day 7","4","LGD Gaming","Origen","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_5","2015-10-10 14:53:00","Day 7","5","Origen","KT Rolster","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_5","2015-10-10 14:53:00","Day 7","5","KT Rolster","Origen","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_6","2015-10-10 16:02:00","Day 7","6","TSM","LGD Gaming","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 7_6","2015-10-10 16:02:00","Day 7","6","LGD Gaming","TSM","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 8_1","2015-10-11 07:51:00","Day 8","1","ahq eSports Club","Invictus Gaming","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 8_1","2015-10-11 07:51:00","Day 8","1","Invictus Gaming","ahq eSports Club","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 8_2","2015-10-11 08:55:00","Day 8","2","Fnatic","Cloud9","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 8_2","2015-10-11 08:55:00","Day 8","2","Cloud9","Fnatic","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 8_3","2015-10-11 09:58:00","Day 8","3","ahq eSports Club","Cloud9","Win",1,0
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 8_3","2015-10-11 09:58:00","Day 8","3","Cloud9","ahq eSports Club","Loss",0,1
"2015 Season World Championship","Worlds 2015","Worlds 2015","World Championship","International",2015,"2015 Season World Championship_Day 8_4","2015-10-11 10:42:00","Day 8","4","Fnatic","Invictus Gaming","Win",1,0
