"tournament","tournament_group","overviewpage","team","nplayerinteam","player","role","flag"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","T1",4,"Gumayusi","Bot","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","T1",5,"Keria","Support","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","T1",6,"Bengi","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","T1",7,"moment","Coach","South Korea"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Top Esports",1,"Wayward","Top","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Top Esports",2,"Tian","Jungle","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Top Esports",3,"knight (Zhuo Ding)","Mid","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Top Esports",4,"JackeyLove","Bot","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Top Esports",5,"Mark (Ling Xu)","Support","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Top Esports",6,"Crescent (Luo Sheng)","Coach","China"
"Worlds 2022 Main Event","Worlds 2022","2022 Season World Championship/Main Event","Top Esports",7,"byg97","Coach","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Bilibili Gaming",1,"Bin (Chen Ze-Bin)","Top","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Bilibili Gaming",2,"XUN","Jungle","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Bilibili Gaming",3,"Yagao","Mid","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Bilibili Gaming",4,"Elk","Bot","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Bilibili Gaming",5,"ON","Support","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Bilibili Gaming",6,"Tabe","Coach","Hong Kong"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Bilibili Gaming",7,"BigWei","Coach","Taiwan"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Cloud9",1,"Fudge","Top","Australia"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Cloud9",2,"Blaber","Jungle","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Cloud9",3,"EMENES","Mid","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Cloud9",4,"Berserker (Kim Min-cheol)","Bot","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Cloud9",5,"Zven","Support","Denmark"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Cloud9",6,"Mithy","Coach","Spain"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Cloud9",7,"Duffman","Coach","United Kingdom"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Dplus Kia",1,"Canna","Top","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Dplus Kia",2,"Canyon","Jungle","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Dplus Kia",3,"ShowMaker","Mid","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Dplus Kia",4,"Deft","Bot","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Dplus Kia",5,"Kellin","Support","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Dplus Kia",6,"Acorn","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Dplus Kia",7,"Bubbling","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Fnatic",1,"Oscarinin","Top","Spain"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Fnatic",2,"Razork","Jungle","Spain"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Fnatic",3,"Humanoid","Mid","Czech Republic"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Fnatic",4,"Noah (Oh Hyeon-taek)","Bot","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Fnatic",5,"Trymbi","Support","Poland"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Fnatic",6,"Nightshare","Coach","Czech Republic"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Fnatic",7,"Hiiva","Coach","Finland"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","G2 Esports",1,"BrokenBlade","Top","Germany"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","G2 Esports",2,"Yike","Jungle","Sweden"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","G2 Esports",3,"Caps","Mid","Denmark"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","G2 Esports",4,"Hans Sama","Bot","France"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","G2 Esports",5,"Mikyx","Support","Slovenia"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","G2 Esports",6,"Dylan Falco","Coach","Canada"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","GAM Esports",1,"Kiaya","Top","Vietnam"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","GAM Esports",2,"Levi","Jungle","Vietnam"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","GAM Esports",3,"Kati","Mid","Vietnam"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","GAM Esports",4,"Slayder","Bot","Vietnam"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","GAM Esports",5,"Palette","Support","Vietnam"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","GAM Esports",6,"Hankay","Coach","Vietnam"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","GAM Esports",7,"Rei","Coach","Vietnam"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Gen.G",1,"Doran (Choi Hyeon-joon)","Top","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Gen.G",2,"Peanut","Jungle","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Gen.G",3,"Chovy","Mid","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Gen.G",4,"Peyz","Bot","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Gen.G",5,"Delight","Support","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Gen.G",6,"Score","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Gen.G",7,"Mafa","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","JD Gaming",1,"369","Top","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","JD Gaming",2,"Kanavi","Jungle","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","JD Gaming",3,"knight (Zhuo Ding)","Mid","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","JD Gaming",4,"Ruler","Bot","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","JD Gaming",5,"MISSING","Support","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","JD Gaming",6,"Homme","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","JD Gaming",7,"Viod (Lu Fan)","Coach","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","KT Rolster",1,"Kiin","Top","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","KT Rolster",2,"Cuzz","Jungle","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","KT Rolster",3,"Bdd","Mid","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","KT Rolster",4,"Aiming","Bot","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","KT Rolster",5,"Lehends","Support","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","KT Rolster",6,"Hirai","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","KT Rolster",7,"RapidStar","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","LNG Esports",1,"Zika","Top","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","LNG Esports",2,"Tarzan (Lee Seung-yong)","Jungle","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","LNG Esports",3,"Scout","Mid","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","LNG Esports",4,"GALA","Bot","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","LNG Esports",5,"Hang","Support","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","LNG Esports",6,"Poppy (Chang Po-Hao)","Coach","Taiwan"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","LNG Esports",7,"U","Coach","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","MAD Lions",1,"Chasy","Top","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","MAD Lions",2,"Elyoya","Jungle","Spain"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","MAD Lions",3,"Nisqy","Mid","Belgium"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","MAD Lions",4,"Carzzy","Bot","Czech Republic"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","MAD Lions",5,"Hylissang","Support","Bulgaria"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","MAD Lions",6,"Pad","Coach","Denmark"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","MAD Lions",7,"Viking (Jake Ainsworth)","Coach","United Kingdom"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","NRG",1,"Dhokla","Top","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","NRG",2,"Contractz","Jungle","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","NRG",3,"Palafox","Mid","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","NRG",4,"FBI","Bot","Australia"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","NRG",5,"IgNar","Support","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","NRG",6,"Thinkcard","Coach","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","NRG",7,"Croissant","Coach","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","T1",1,"Zeus","Top","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","T1",2,"Oner","Jungle","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","T1",3,"Faker","Mid","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","T1",4,"Gumayusi","Bot","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","T1",5,"Keria","Support","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","T1",6,"Tom (Im Jae-hyeon)","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","T1",7,"Roach","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team BDS",1,"Adam (Adam Maanane)","Top","France"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team BDS",2,"Sheo","Jungle","France"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team BDS",3,"nuc","Mid","France"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team BDS",4,"Crownie","Bot","Slovenia"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team BDS",5,"Labrov","Support","Greece"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team BDS",6,"GotoOne","Coach","France"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team BDS",7,"Striker (Yanis Kella)","Coach","France"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team Liquid",1,"Summit","Top","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team Liquid",2,"Pyosik","Jungle","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team Liquid",3,"APA (Eain Stearns)","Mid","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team Liquid",4,"Yeon (Sean Sung)","Bot","United States"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team Liquid",5,"CoreJJ","Support","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team Liquid",6,"Reignover","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Team Liquid",7,"Dodo","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Weibo Gaming",1,"TheShy","Top","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Weibo Gaming",2,"Weiwei","Jungle","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Weibo Gaming",3,"Xiaohu","Mid","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Weibo Gaming",4,"Light (Wang Guang-Yu)","Bot","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Weibo Gaming",5,"Crisp","Support","China"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Weibo Gaming",6,"Daeny","Coach","South Korea"
"Worlds 2023 Main Event","Worlds 2023","2023 Season World Championship/Main Event","Weibo Gaming",7,"Tselin","Coach","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",1,"Bin (Chen Ze-Bin)","Top","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",2,"Wei (Yan Yang-Wei)","Jungle","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",3,"XUN","Jungle","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",4,"knight (Zhuo Ding)","Mid","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",5,"Elk","Bot","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",6,"ON","Support","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",7,"BigWei","Coach","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",8,"Xiasu","Coach","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Bilibili Gaming",9,"Easyhoon","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",1,"Kingen","Top","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",2,"Lucid (Choi Yong-hyeok)","Jungle","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",3,"ShowMaker","Mid","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",4,"Aiming","Bot","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",5,"Moham","Support","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",6,"Zefa","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",7,"Bubbling","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Dplus Kia",8,"Ssong","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","FlyQuest",1,"Bwipo","Top","Belgium"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","FlyQuest",2,"Inspired","Jungle","Poland"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","FlyQuest",3,"Quad","Mid","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","FlyQuest",4,"Massu","Bot","Canada"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","FlyQuest",5,"Busio","Support","United States"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","FlyQuest",6,"Nukeduck","Coach","Norway"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","FlyQuest",7,"Mithy","Coach","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Fnatic",1,"Oscarinin","Top","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Fnatic",2,"Razork","Jungle","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Fnatic",3,"Humanoid","Mid","Czech Republic"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Fnatic",4,"Noah (Oh Hyeon-taek)","Bot","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Fnatic",5,"Jun (Yoon Se-jun)","Support","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Fnatic",6,"Nightshare","Coach","Czech Republic"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Fnatic",7,"Gaax","Coach","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","G2 Esports",1,"BrokenBlade","Top","Germany"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","G2 Esports",2,"Yike","Jungle","Sweden"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","G2 Esports",3,"Caps","Mid","Denmark"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","G2 Esports",4,"Hans Sama","Bot","France"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","G2 Esports",5,"Mikyx","Support","Slovenia"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","G2 Esports",6,"Dylan Falco","Coach","Canada"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","G2 Esports",7,"Rodrigo","Coach","Portugal"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",1,"Kiaya","Top","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",2,"Levi","Jungle","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",3,"Emo","Mid","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",4,"EasyLove","Bot","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",5,"Elio","Support","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",6,"Archie (Trần Minh Nhựt)","Coach","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",7,"Hype (Trần Hữu Toàn)","Coach","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","GAM Esports",8,"Bigkoro","Coach","Vietnam"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Gen.G",1,"Kiin","Top","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Gen.G",2,"Canyon","Jungle","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Gen.G",3,"Chovy","Mid","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Gen.G",4,"Peyz","Bot","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Gen.G",5,"Lehends","Support","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Gen.G",6,"KIM (Kim Jeong-soo)","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Gen.G",7,"Helper (Kwon Yeong-jae)","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Hanwha Life Esports",1,"Doran (Choi Hyeon-joon)","Top","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Hanwha Life Esports",2,"Peanut","Jungle","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Hanwha Life Esports",3,"Zeka (Kim Geon-woo)","Mid","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Hanwha Life Esports",4,"Viper (Park Do-hyeon)","Bot","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Hanwha Life Esports",5,"Delight","Support","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Hanwha Life Esports",6,"DanDy","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Hanwha Life Esports",7,"Mowgli","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","LNG Esports",1,"Zika","Top","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","LNG Esports",2,"Weiwei","Jungle","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","LNG Esports",3,"Scout","Mid","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","LNG Esports",4,"GALA","Bot","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","LNG Esports",5,"Hang","Support","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","LNG Esports",6,"U","Coach","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","LNG Esports",7,"DynAmIte","Coach","China"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","MAD Lions KOI",1,"Myrwn","Top","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","MAD Lions KOI",2,"Elyoya","Jungle","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","MAD Lions KOI",3,"Fresskowy","Mid","Poland"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","MAD Lions KOI",4,"Supa","Bot","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","MAD Lions KOI",5,"Alvaro (Álvaro Fernández)","Support","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","MAD Lions KOI",6,"Melzhet","Coach","Spain"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","MAD Lions KOI",7,"Zeph","Coach","France"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","paiN Gaming",1,"Wizer","Top","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","paiN Gaming",2,"CarioK","Jungle","Brazil"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","paiN Gaming",3,"dyNquedo","Mid","Brazil"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","paiN Gaming",4,"TitaN","Bot","Brazil"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","paiN Gaming",5,"Kuri","Support","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","paiN Gaming",6,"Sarkis","Coach","Brazil"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","paiN Gaming",7,"Xero","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","PSG Talon",1,"Azhi","Top","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","PSG Talon",2,"JunJia","Jungle","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","PSG Talon",3,"Maple (Huang Yi-Tang)","Mid","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","PSG Talon",4,"Betty","Bot","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","PSG Talon",5,"Woody","Support","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","PSG Talon",6,"CorGi","Coach","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","PSG Talon",7,"Zero (Chung Chen-Hua)","Coach","Taiwan"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",1,"Zeus","Top","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",2,"Oner","Jungle","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",3,"Faker","Mid","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",4,"Gumayusi","Bot","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",5,"Keria","Support","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",6,"kkOma","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",7,"Tom (Im Jae-hyeon)","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","T1",8,"Roach","Coach","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Team Liquid",1,"Impact","Top","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Team Liquid",2,"UmTi","Jungle","South Korea"
"Worlds 2024 Main Event","Worlds 2024","2024 Season World Championship/Main Event","Team Liquid",3,"APA (Eain Stearns)","Mid","United States"
