OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
LCK/2021 Season/Summer Season,T1,10,Stardust (Son Seok-hee),Coach,South Korea
LCK/2021 Season/Summer Season,T1,11,Moment,Coach,South Korea
LCK/2022 Season/Spring Playoffs,DRX,1,Kingen,Top,South Korea
LCK/2022 Season/Spring Playoffs,DRX,2,Pyosik,Jungle,South Korea
LCK/2022 Season/Spring Playoffs,DRX,3,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2022 Season/Spring Playoffs,DRX,4,Deft,Bot,South Korea
LCK/2022 Season/Spring Playoffs,DRX,5,BeryL,Support,South Korea
LCK/2022 Season/Spring Playoffs,DRX,6,Ssong,Coach,South Korea
LCK/2022 Season/Spring Playoffs,DRX,7,Mowgli,Coach,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,1,Burdol,Top,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,2,Hoya,Top,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,3,Canyon,Jungle,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,4,ShowMaker,Mid,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,5,deokdam,Bot,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,6,Kellin,Support,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,7,Daeny,Coach,South Korea
LCK/2022 Season/Spring Playoffs,DWG KIA,8,Zefa,Coach,South Korea
LCK/2022 Season/Spring Playoffs,Fredit BRION,1,Morgan,Top,South Korea
LCK/2022 Season/Spring Playoffs,Fredit BRION,2,UmTi,Jungle,South Korea
LCK/2022 Season/Spring Playoffs,Fredit BRION,3,Lava,Mid,South Korea
LCK/2022 Season/Spring Playoffs,Fredit BRION,4,Hena,Bot,South Korea
LCK/2022 Season/Spring Playoffs,Fredit BRION,5,Delight,Support,South Korea
LCK/2022 Season/Spring Playoffs,Fredit BRION,6,Edgar,Coach,South Korea
LCK/2022 Season/Spring Playoffs,Fredit BRION,7,Drinker,Coach,South Korea
LCK/2022 Season/Spring Playoffs,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2022 Season/Spring Playoffs,Gen.G,2,Peanut,Jungle,South Korea
LCK/2022 Season/Spring Playoffs,Gen.G,3,Chovy,Mid,South Korea
LCK/2022 Season/Spring Playoffs,Gen.G,4,Ruler,Bot,South Korea
LCK/2022 Season/Spring Playoffs,Gen.G,5,Lehends,Support,South Korea
LCK/2022 Season/Spring Playoffs,Gen.G,6,Score,Coach,South Korea
LCK/2022 Season/Spring Playoffs,Gen.G,7,Mafa,Coach,South Korea
LCK/2022 Season/Spring Playoffs,Kwangdong Freecs,1,Kiin,Top,South Korea
LCK/2022 Season/Spring Playoffs,Kwangdong Freecs,2,Ellim,Jungle,South Korea
LCK/2022 Season/Spring Playoffs,Kwangdong Freecs,3,FATE (Yoo Su-hyeok),Mid,South Korea
LCK/2022 Season/Spring Playoffs,Kwangdong Freecs,4,Teddy,Bot,South Korea
LCK/2022 Season/Spring Playoffs,Kwangdong Freecs,5,Hoit,Support,South Korea
LCK/2022 Season/Spring Playoffs,Kwangdong Freecs,6,Cain,Coach,South Korea
LCK/2022 Season/Spring Playoffs,Kwangdong Freecs,7,Alvingo,Coach,South Korea
LCK/2022 Season/Spring Playoffs,T1,1,Zeus,Top,South Korea
LCK/2022 Season/Spring Playoffs,T1,2,Oner,Jungle,South Korea
LCK/2022 Season/Spring Playoffs,T1,3,Faker,Mid,South Korea
LCK/2022 Season/Spring Playoffs,T1,4,Gumayusi,Bot,South Korea
LCK/2022 Season/Spring Playoffs,T1,5,Keria,Support,South Korea
LCK/2022 Season/Spring Playoffs,T1,6,Polt,Coach,South Korea
LCK/2022 Season/Spring Playoffs,T1,7,moment,Coach,South Korea
LCK/2022 Season/Spring Season,DRX,1,Kingen,Top,South Korea
LCK/2022 Season/Spring Season,DRX,2,Clear (Song Hyeon-min),Top,South Korea
LCK/2022 Season/Spring Season,DRX,3,Pyosik,Jungle,South Korea
LCK/2022 Season/Spring Season,DRX,4,Peach,Jungle,South Korea
LCK/2022 Season/Spring Season,DRX,5,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2022 Season/Spring Season,DRX,6,SeTab,Mid,South Korea
LCK/2022 Season/Spring Season,DRX,7,Deft,Bot,South Korea
LCK/2022 Season/Spring Season,DRX,8,Taeyoon,Bot,South Korea
LCK/2022 Season/Spring Season,DRX,9,BeryL,Support,South Korea
LCK/2022 Season/Spring Season,DRX,10,Jun (Yoon Se-jun),Support,South Korea
LCK/2022 Season/Spring Season,DRX,11,KIM (Kim Jeong-soo),Coach,South Korea
LCK/2022 Season/Spring Season,DRX,12,Mowgli,Coach,South Korea
LCK/2022 Season/Spring Season,DRX,13,Shine (Shin Dong-wook),Coach,South Korea
LCK/2022 Season/Spring Season,DRX,14,Ssong,Coach,South Korea
LCK/2022 Season/Spring Season,DWG KIA,1,Hoya,Top,South Korea
LCK/2022 Season/Spring Season,DWG KIA,2,Burdol,Top,South Korea
LCK/2022 Season/Spring Season,DWG KIA,3,Canyon,Jungle,South Korea
LCK/2022 Season/Spring Season,DWG KIA,4,ShowMaker,Mid,South Korea
LCK/2022 Season/Spring Season,DWG KIA,5,deokdam,Bot,South Korea
LCK/2022 Season/Spring Season,DWG KIA,6,Kellin,Support,South Korea
LCK/2022 Season/Spring Season,DWG KIA,7,Daeny,Coach,South Korea
LCK/2022 Season/Spring Season,DWG KIA,8,Zefa,Coach,South Korea
LCK/2022 Season/Spring Season,DWG KIA,9,Bubbling,Coach,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,1,Morgan,Top,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,2,Sw0rd,Top,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,3,Soboro,Top,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,4,UmTi,Jungle,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,5,Raptor (Jeon Eo-jin),Jungle,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,6,Listo,Jungle,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,7,Lava,Mid,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,8,Feisty,Mid,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,9,Hena,Bot,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,10,Gamin,Bot,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,11,Delight,Support,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,12,Loopy,Support,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,13,Edgar,Coach,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,14,Drinker,Coach,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,15,Kite (Kim Yong-yeon),Coach,South Korea
LCK/2022 Season/Spring Season,Fredit BRION,16,MintTea,Coach,South Korea
LCK/2022 Season/Spring Season,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2022 Season/Spring Season,Gen.G,2,Zest (Kim Dong-min),Top,South Korea
LCK/2022 Season/Spring Season,Gen.G,3,Quid,"Top,Mid",South Korea
LCK/2022 Season/Spring Season,Gen.G,4,Peanut,Jungle,South Korea
LCK/2022 Season/Spring Season,Gen.G,5,YoungJae,Jungle,South Korea
LCK/2022 Season/Spring Season,Gen.G,6,Chovy,Mid,South Korea
LCK/2022 Season/Spring Season,Gen.G,7,Ruler,Bot,South Korea
LCK/2022 Season/Spring Season,Gen.G,8,Ophelia,"Bot,Mid",South Korea
LCK/2022 Season/Spring Season,Gen.G,9,Lehends,Support,South Korea
LCK/2022 Season/Spring Season,Gen.G,10,Lospa,Support,South Korea
LCK/2022 Season/Spring Season,Gen.G,11,Score,Coach,South Korea
LCK/2022 Season/Spring Season,Gen.G,12,Mafa,Coach,South Korea
LCK/2022 Season/Spring Season,Gen.G,13,Museong,Coach,South Korea
LCK/2022 Season/Spring Season,Hanwha Life Esports,1,DuDu (Lee Dong-ju),Top,South Korea
LCK/2022 Season/Spring Season,Hanwha Life Esports,2,OnFleek,Jungle,South Korea
LCK/2022 Season/Spring Season,Hanwha Life Esports,3,Seonbi (Koo Kwan-mo),Jungle,South Korea
LCK/2022 Season/Spring Season,Hanwha Life Esports,4,Willer,Jungle,South Korea
LCK/2022 Season/Spring Season,Hanwha Life Esports,5,Karis,Mid,South Korea
